City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,ballina,-28.8667,153.5667,14.32000000000005,70,94,4.23,AU,1697660156
330,pago pago,-14.2781,-170.7025,26.55000000000001,74,100,8.23,AS,1697660157
331,chadron,42.8294,-102.9999,17.860000000000014,36,0,12.35,US,1697660157
332,sao joao da barra,-21.6403,-41.0511,24.05000000000001,79,90,7.61,BR,1697659878
333,vila do maio,15.1333,-23.2167,27.439999999999998,73,12,4.57,CV,1697660158
334,chipata,-13.6333,32.65,23.33000000000004,65,100,0.11,ZM,1697660159
335,elko,41.0002,-115.5012,22.310000000000002,29,0,2.24,US,1697660159
336,reuleuet,5.2167,96.2833,26.04000000000002,83,100,1.27,ID,1697660160
337,tual,-5.6667,132.75,26.680000000000007,76,13,4.05,ID,1697660160
338,kingscliff,-28.2667,153.5667,18.200000000000045,72,100,4.63,AU,1697660161
339,popondetta,-8.7537,148.2534,22.860000000000014,97,77,1.19,PG,1697660161
340,carire,-3.9506,-40.4733,35.97000000000003,25,18,1.43,BR,1697660046
341,crane,31.3974,-102.3501,31.370000000000005,18,5,2.01,US,1697660163
342,shingu,33.7333,135.9833,18.210000000000036,75,100,1.34,JP,1697660163
343,beacon square,28.2086,-82.7554,27.77000000000004,54,0,2.24,US,1697660164
344,kone,-21.0595,164.8658,20.400000000000034,68,2,2.19,NC,1697660164
345,pratt,37.6439,-98.7376,21.53000000000003,34,0,5.14,US,1697660165
346,brookings,44.3114,-96.7984,12.189999999999998,76,100,5.14,US,1697660166
347,oyem,1.5995,11.5793,19.28000000000003,99,78,0.82,GA,1697660122
348,kenai,60.5544,-151.2583,6.75,78,0,2.57,US,1697660167
349,al burayqah,30.4062,19.5739,25.08000000000004,42,0,3.47,LY,1697660167
350,camingawan,9.9036,122.8417,24.57000000000005,91,100,1.02,PH,1697660168
351,qaisumah,28.3112,46.1273,26.980000000000018,29,20,7.2,SA,1697660169
352,sitka,57.0531,-135.33,12.939999999999998,88,100,3.6,US,1697659891
353,saint-pierre,-21.3393,55.4781,24.82000000000005,83,75,2.06,RE,1697660170
354,lospalos,-8.5186,127.0025,20.230000000000018,89,51,0.86,TL,1697660170
355,ponta delgada,37.7333,-25.6667,23.99000000000001,94,40,7.2,PT,1697660171
356,sao jose da coroa grande,-8.8978,-35.1478,24.970000000000027,74,79,4.91,BR,1697660171
357,tsiombe,-25.3,45.4833,21.890000000000043,92,100,1.78,MG,1697660172
358,kununurra,-15.7667,128.7333,16.99000000000001,77,0,0.0,AU,1697660172
359,kaya,13.0917,-1.0844,33.08000000000004,27,92,1.28,BF,1697660173
360,las veredas,23.1388,-109.7075,34.420000000000016,52,40,3.6,MX,1697660173
361,korets,50.6165,27.1605,3.990000000000009,71,6,3.19,UA,1697660174
362,bani mazar,28.5036,30.8004,24.55000000000001,44,0,6.77,EG,1697660175
363,clorinda,-25.2848,-57.7185,32.09000000000003,31,58,3.18,AR,1697660175
364,cartagena,10.3997,-75.5144,32.79000000000002,66,20,3.6,CO,1697660010
365,usogorsk,63.4106,48.6872,3.150000000000034,87,100,3.96,RU,1697660176
366,camayenne,9.535,-13.6878,27.33000000000004,78,81,2.98,GN,1697660177
367,loikaw,19.6742,97.2094,18.260000000000048,95,17,1.43,MM,1697660178
368,zeya,53.75,127.2667,1.9399999999999977,70,100,5.11,RU,1697660178
369,karratha,-20.7377,116.8463,26.27000000000004,45,0,4.38,AU,1697659968
370,abu dhabi,24.4667,54.3667,31.640000000000043,64,0,3.09,AE,1697659728
371,haiku-pauwela,20.9219,-156.3051,28.010000000000048,61,40,8.23,US,1697660180
372,newman,37.3138,-121.0208,30.689999999999998,41,0,1.34,US,1697660180
373,baharly,38.4362,57.4316,18.83000000000004,62,0,3.45,TM,1697660181
374,az zuwaytinah,30.9522,20.1202,24.52000000000004,44,0,1.63,LY,1697660181
375,ebon,4.582,168.6964,27.29000000000002,81,100,10.46,MH,1697660182
376,cootamundra,-34.65,148.0333,11.080000000000041,83,0,2.64,AU,1697660183
377,serra,-20.1286,-40.3078,24.700000000000045,73,100,5.14,BR,1697660183
378,hola prystan',46.5206,32.5258,8.879999999999995,61,4,3.13,UA,1697660184
379,tver,56.8619,35.8931,6.170000000000016,97,100,2.25,RU,1697659960
380,ashgabat,37.95,58.3833,15.920000000000016,72,0,3.09,TM,1697660185
381,fort mcmurray,56.7268,-111.381,10.770000000000039,93,100,3.09,CA,1697659898
382,trzebiatow,54.0615,15.2648,10.480000000000018,79,99,4.73,PL,1697660186
383,ola,59.5833,151.2833,-1.9899999999999523,45,5,3.41,RU,1697660186
384,kapa'a,22.0752,-159.319,29.180000000000007,66,75,4.63,US,1697660187
385,benghazi,32.1167,20.0667,24.720000000000027,50,14,3.17,LY,1697660026
386,carutapera,-1.195,-46.02,26.100000000000023,86,43,4.21,BR,1697660188
387,san pedro pochutla,15.7333,-96.4667,29.840000000000032,55,78,2.82,MX,1697660188
388,coahuayana de hidalgo,18.7,-103.6583,23.930000000000007,96,100,1.46,MX,1697660189
389,kingston,17.997,-76.7936,31.53000000000003,77,40,7.72,JM,1697660162
390,irece,-11.3042,-41.8558,30.840000000000032,19,99,5.47,BR,1697660190
391,corn island,12.1694,-83.0418,28.870000000000005,76,89,8.11,NI,1697660190
392,tommot,58.9564,126.2925,-6.0,97,100,1.36,RU,1697660191
393,north battleford,52.7834,-108.2847,15.050000000000011,55,0,6.17,CA,1697659948
394,byron bay,-28.65,153.6167,14.28000000000003,71,80,4.56,AU,1697660192
395,coxim,-18.5067,-54.76,39.700000000000045,19,94,3.35,BR,1697660192
396,tobelo,1.7284,128.0095,26.060000000000002,82,70,2.07,ID,1697660193
397,anori,-3.7728,-61.6442,34.43000000000001,40,57,0.51,BR,1697660194
398,de aar,-30.6497,24.0123,22.850000000000023,22,5,0.33,ZA,1697660194
399,shovot,41.6607,60.2924,10.930000000000007,30,97,3.5,UZ,1697660195
400,kiunga,-6.1219,141.2906,21.810000000000002,99,32,0.95,PG,1697660195
401,gorontalo,0.5412,123.0595,23.379999999999995,96,67,1.07,ID,1697660196
402,contai,21.7786,87.7536,23.430000000000007,80,4,2.75,IN,1697660196
403,taksimo,56.3444,114.8794,-1.2699999999999818,69,68,2.24,RU,1697660197
404,newnham,-41.3833,147.1333,6.53000000000003,87,57,1.54,AU,1697660198
405,campoverde,-8.4753,-74.8058,34.83000000000004,46,97,2.4,PE,1697660198
406,coquimbo,-29.9533,-71.3436,17.850000000000023,51,0,7.2,CL,1697660075
407,caleta de carquin,-11.0925,-77.6267,21.870000000000005,78,52,5.1,PE,1697660200
408,mareeba,-17.0,145.4333,20.400000000000034,86,55,1.3,AU,1697660200
409,mugia,43.1041,-9.2179,18.980000000000018,86,11,10.65,ES,1697660201
410,shalkar,47.8288,59.6258,7.75,47,100,2.77,KZ,1697660202
411,metlili chaamba,32.2667,3.6333,27.52000000000004,16,0,2.06,DZ,1697660202
412,waat,51.1454,6.4958,13.840000000000032,79,100,4.63,DE,1697660202
413,lagoa,39.05,-27.9833,20.970000000000027,92,80,14.14,PT,1697660203
414,gardnerville ranchos,38.8882,-119.7413,24.58000000000004,22,0,4.02,US,1697660204
415,chillicothe,39.3331,-82.9824,17.360000000000014,49,0,4.92,US,1697660148
416,tindouf,27.6711,-8.1474,31.25,16,0,1.03,DZ,1697660205
417,xam nua,20.4197,104.0439,17.100000000000023,87,98,0.87,LA,1697660205
418,semporna,4.4818,118.6112,26.100000000000023,85,100,1.34,MY,1697660206
419,san antonio de pale,-1.4014,5.6325,26.03000000000003,81,99,2.3,GQ,1697660206
420,ujae,8.9322,165.7642,27.99000000000001,73,58,1.95,MH,1697659998
421,road town,18.4167,-64.6167,31.05000000000001,70,40,3.09,VG,1697659945
422,esikhaleni,-28.871,31.8996,19.52000000000004,92,1,2.77,ZA,1697660208
423,guacamayas,18.0167,-102.2167,23.83000000000004,95,100,1.28,MX,1697660208
424,kidal,18.4411,1.4078,32.53000000000003,13,11,3.56,ML,1697660209
425,saint-paul,-21.0096,55.2707,25.060000000000002,98,76,1.06,RE,1697660210
426,pangkalanbuun,-2.6833,111.6167,23.83000000000004,96,98,0.42,ID,1697660211
427,puerto santa,-8.9906,-78.6456,21.410000000000025,79,16,5.28,PE,1697660211
428,whakatane,-37.9585,176.9854,17.710000000000036,81,64,0.63,NZ,1697660212
429,karliova,39.2983,41.0142,6.8799999999999955,94,100,1.83,TR,1697660212
430,ust-tsilma,65.441,52.1498,3.1200000000000045,89,100,2.68,RU,1697660213
431,rhyl,53.3196,-3.4886,14.360000000000014,3,100,7.62,GB,1697660213
432,saint-louis,16.3333,-15.0,35.85000000000002,29,7,2.02,SN,1697660214
433,calvinia,-31.4707,19.776,22.060000000000002,28,0,2.25,ZA,1697660214
434,moussoro,13.6408,16.4901,32.97000000000003,15,74,4.88,TD,1697660215
435,sparta,43.9441,-90.8129,17.870000000000005,59,100,7.2,US,1697659976
436,figeac,44.75,1.9167,15.210000000000036,97,88,1.57,FR,1697660216
437,an nuhud,12.7,28.4333,29.210000000000036,18,93,4.31,SD,1697660217
438,al jawf,29.5,38.75,21.28000000000003,32,0,3.44,SA,1697660217
439,revda,56.801,59.9303,2.410000000000025,78,90,6.49,RU,1697660218
440,tralee,52.2704,-9.7026,13.220000000000027,97,87,1.33,IE,1697660218
441,mili,6.0815,171.735,28.08000000000004,73,87,4.61,MH,1697660124
442,murzuq,25.9155,13.9184,25.650000000000034,19,7,3.54,LY,1697660219
443,port isabel,26.0734,-97.2086,29.480000000000018,54,0,6.69,US,1697660220
444,shengli,37.4564,118.4856,17.360000000000014,42,100,1.97,CN,1697660222
445,parauapebas,-6.0675,-49.9022,32.99000000000001,51,20,0.0,BR,1697660222
446,saint augustine beach,29.8505,-81.2654,25.010000000000048,60,1,5.14,US,1697660223
447,sabang,5.8933,95.3214,27.360000000000014,76,100,0.33,ID,1697660223
448,talakan,50.3167,130.3667,1.7300000000000182,90,70,2.55,RU,1697660224
449,amga,60.8953,131.9608,-3.339999999999975,52,100,3.13,RU,1697660224
450,kasumkent,41.6773,48.146,9.600000000000023,87,100,0.35,RU,1697660225
451,nanfeng,23.7434,111.7959,22.160000000000025,95,100,0.95,CN,1697660225
452,estevan,49.1334,-102.9842,12.110000000000014,76,100,3.6,CA,1697660181
453,richfield,44.8833,-93.283,15.82000000000005,80,100,3.6,US,1697660150
454,saudarkrokur,65.7461,-19.6394,3.4399999999999977,84,100,2.87,IS,1697660227
455,puerto cabezas,14.0351,-83.3888,27.980000000000018,89,40,3.09,NI,1697660228
456,katsuren-haebaru,26.3369,127.8719,23.430000000000007,68,20,0.0,JP,1697660228
457,kujang-up,39.8672,126.0303,9.79000000000002,94,95,1.42,KP,1697660229
458,grand falls-windsor,48.9332,-55.6649,8.610000000000014,72,89,4.21,CA,1697660229
459,suva,-18.1416,178.4415,25.710000000000036,73,40,4.63,FJ,1697660230
460,queenstown,-31.8976,26.8753,15.020000000000039,76,100,2.28,ZA,1697660230
461,gedo,9.0167,37.45,11.710000000000036,75,67,1.41,ET,1697660231
462,nefta,33.8731,7.8777,30.140000000000043,17,2,2.62,TN,1697660231
463,andergrove,-21.0833,149.1833,20.360000000000014,69,100,6.32,AU,1697660233
464,lincoln city,44.9582,-124.0179,23.870000000000005,70,25,1.36,US,1697660150
465,kedougou,12.5579,-12.1743,28.460000000000036,63,96,0.83,SN,1697660234
466,nouadhibou,20.931,-17.0347,23.99000000000001,78,2,7.72,MR,1697660234
467,harriman,35.934,-84.5524,21.379999999999995,47,28,2.25,US,1697660235
468,rio tuba,8.5061,117.4317,26.480000000000018,82,100,1.69,PH,1697660235
469,bel ombre,-4.6167,55.4167,26.910000000000025,89,40,3.6,SC,1697660236
470,kasempa,-13.4584,25.8338,23.610000000000014,48,100,2.24,ZM,1697660236
471,regina,50.4501,-104.6178,13.990000000000009,65,75,2.68,CA,1697660159
472,ha'il,27.5219,41.6907,27.010000000000048,16,0,2.06,SA,1697660238
473,neryungri,56.6709,124.6491,-5.419999999999959,90,99,4.67,RU,1697660238
474,malanje,-9.5402,16.341,18.189999999999998,93,92,1.4,AO,1697660239
475,swift current,50.2834,-107.8014,14.450000000000045,44,0,5.14,CA,1697660006
476,cole harbour,44.6724,-63.4751,12.210000000000036,76,75,3.6,CA,1697660240
477,haikou,20.0458,110.3417,25.07000000000005,100,75,3.0,CN,1697660241
478,francistown,-21.17,27.5079,21.57000000000005,43,0,5.35,BW,1697660241
479,mao,39.8885,4.2658,23.310000000000002,88,20,6.69,ES,1697660242
480,tadine,-21.55,167.8833,21.05000000000001,72,6,7.08,NC,1697660243
481,harstad,68.799,16.5293,0.34000000000003183,96,49,1.34,NO,1697660244
482,altay,47.8667,88.1167,7.1299999999999955,49,0,3.01,CN,1697660244
483,caluula,11.9661,50.7569,27.970000000000027,69,0,6.42,SO,1697660245
484,peniche,39.3558,-9.3811,21.83000000000004,89,98,12.41,PT,1697660245
485,bozdar wada,27.1828,68.636,26.27000000000004,51,75,1.79,PK,1697660246
486,gizo,-8.103,156.8419,27.390000000000043,80,100,2.6,SB,1697660247
487,chui,-33.6971,-53.4616,15.120000000000005,65,53,4.57,UY,1697660247
488,penzance,50.1186,-5.5371,14.379999999999995,92,80,6.68,GB,1697660248
489,i-n-salah,27.1935,2.4607,29.49000000000001,13,9,4.0,DZ,1697660251
490,jinka,5.65,36.65,18.29000000000002,91,97,1.49,ET,1697660251
491,kirakira,-10.4544,161.9205,26.900000000000034,81,74,3.52,SB,1697660252
492,puerto penasco,31.3167,-113.5333,31.52000000000004,36,8,3.66,MX,1697660252
493,beli,7.8587,10.9719,25.910000000000025,80,91,2.03,NG,1697660253
494,yerofey pavlovich,53.9667,121.9667,-2.7099999999999795,66,66,2.41,RU,1697660255
495,flying fish cove,-10.4217,105.6791,25.82000000000005,83,40,4.63,CX,1697660256
496,kayes,14.0,-11.0,31.510000000000048,40,97,1.72,ML,1697660256
497,bataipora,-22.2953,-53.2711,28.410000000000025,58,95,3.61,BR,1697660257
498,miguel ahumada,30.6167,-106.5167,29.900000000000034,20,0,4.76,MX,1697660257
499,karaton,-6.3424,106.1045,23.58000000000004,83,58,0.4,ID,1697660258
500,daru,-9.0763,143.2092,25.010000000000048,89,100,5.95,PG,1697660259
501,sungai raya,0.7,108.9,25.720000000000027,86,97,2.48,ID,1697660259
502,illizi,26.4833,8.4667,27.890000000000043,14,97,1.96,DZ,1697660260
503,pangkalpinang,-2.1333,106.1333,26.670000000000016,81,100,1.6,ID,1697660261
504,bavly,54.393,53.2602,4.490000000000009,71,71,5.69,RU,1697660262
505,sisimiut,66.9395,-53.6735,-4.639999999999986,82,100,6.68,GL,1697660262
506,roma,43.2128,-75.4557,14.970000000000027,58,100,3.09,US,1697660263
507,port macquarie,-31.4333,152.9167,14.939999999999998,66,100,0.96,AU,1697659967
508,liberal,37.0431,-100.921,23.58000000000004,25,0,7.2,US,1697660264
509,gustavia,17.8962,-62.8498,30.07000000000005,73,64,4.02,BL,1697659688
510,goba,7.0167,39.9833,10.53000000000003,87,90,2.15,ET,1697660178
511,sayat,38.7839,63.8803,12.930000000000007,53,0,0.81,TM,1697660265
512,raja,8.4596,25.678,25.58000000000004,68,96,1.52,SS,1697660266
513,baukau,51.5526,7.2042,13.920000000000016,65,100,1.79,DE,1697660266
514,lucapa,-8.4192,20.7447,21.480000000000018,71,51,1.4,AO,1697660267
515,flin flon,54.7682,-101.865,8.910000000000025,66,75,3.09,CA,1697660268
516,oral,51.2333,51.3667,-1.009999999999991,86,0,4.0,KZ,1697660268
517,lycksele,64.5954,18.6735,-3.6499999999999773,80,13,2.57,SE,1697660269
518,machico,32.7,-16.7667,24.28000000000003,77,20,2.24,PT,1697660269
519,maragogi,-9.0122,-35.2225,24.78000000000003,75,83,5.0,BR,1697660270
520,ploneour-lanvern,47.9,-4.2833,16.180000000000007,100,100,4.12,FR,1697660270
521,tonghae,37.5439,129.1069,15.310000000000002,67,100,3.7,KR,1697659984
522,taltal,-25.4,-70.4833,19.850000000000023,60,20,2.76,CL,1697660271
523,dunda,-8.1167,34.25,24.600000000000023,45,71,1.26,TZ,1697660272
524,castillos,-34.1667,-53.8333,14.480000000000018,67,47,4.31,UY,1697660273
525,xinyuan,37.3,99.0,-8.079999999999984,59,0,2.57,CN,1697660273
526,huarmey,-10.0681,-78.1522,22.870000000000005,75,46,5.39,PE,1697660274
527,campina verde,-19.5356,-49.4864,34.78000000000003,29,89,5.73,BR,1697660274
528,kamina,-8.7386,24.9906,19.29000000000002,93,67,0.91,CD,1697660275
529,kristiansund,63.1115,7.732,5.360000000000014,65,0,9.26,NO,1697660275
530,fang,19.9169,99.2145,21.129999999999995,95,35,0.66,TH,1697660276
531,guerrero negro,27.9769,-114.0611,27.210000000000036,42,56,6.04,MX,1697660276
532,naliya,23.2667,68.8333,27.33000000000004,69,0,3.63,IN,1697660277
533,guarapari,-20.6667,-40.4975,24.010000000000048,83,46,2.65,BR,1697660070
534,mamadysh,55.7152,51.408,3.6000000000000227,77,95,6.54,RU,1697660278
535,khorixas,-20.3667,14.9667,19.879999999999995,39,0,3.64,NA,1697660279
536,san andres,12.5847,-81.7006,30.010000000000048,79,20,3.6,CO,1697660123
537,barra de santo antonio,-9.4047,-35.5072,26.600000000000023,73,31,4.42,BR,1697660280
538,swan hill,-35.3378,143.5544,10.730000000000018,66,0,3.36,AU,1697660280
539,luanda,-8.8368,13.2343,25.0,88,75,4.63,AO,1697660079
540,vylkove,45.4021,29.586,11.04000000000002,71,5,4.21,UA,1697660281
541,tarinkot,32.6268,65.8733,16.24000000000001,33,0,1.15,AF,1697660282
542,at taj,24.2049,23.2857,21.82000000000005,24,5,3.25,LY,1697660282
543,smithers,54.7804,-127.1743,15.180000000000007,63,40,4.63,CA,1697660283
544,buncrana,55.1333,-7.45,13.870000000000005,83,100,9.77,IE,1697660283
545,fonte boa,-2.4959,-66.2662,24.950000000000045,89,97,3.51,BR,1697660284
546,bubaque,11.2833,-15.8333,28.04000000000002,78,100,3.77,GW,1697660285
547,minab,27.1467,57.0801,28.180000000000007,78,0,1.54,IR,1697660285
548,zaozhuang,34.8647,117.5542,16.439999999999998,86,100,3.94,CN,1697660286
549,ouadda,8.0777,22.4007,22.689999999999998,60,100,1.42,CF,1697660286
550,vernon,50.2581,-119.2691,17.200000000000045,69,100,2.06,CA,1697660287
551,chulakkurgan,43.765,69.1814,14.680000000000007,36,98,0.31,KZ,1697660287
552,holualoa,19.6228,-155.9522,27.100000000000023,73,40,4.12,US,1697660288
553,askiz,53.1319,90.5264,6.180000000000007,96,37,0.62,RU,1697660289
554,urzhar,47.093,81.6294,10.710000000000036,36,0,1.7,KZ,1697660289
555,lata,40.1629,-8.3327,17.82000000000005,89,95,5.78,PT,1697660290
556,mongar,27.2747,91.2396,9.490000000000009,95,3,2.61,BT,1697660290
557,laguna,38.421,-121.4238,31.120000000000005,44,0,3.09,US,1697660291
558,calamba,14.2117,121.1653,26.970000000000027,90,45,2.6,PH,1697660291
559,kirensk,57.7853,108.1119,0.57000000000005,95,100,0.89,RU,1697660292
560,el jadid,33.2549,-8.506,21.910000000000025,85,100,4.2,MA,1697660293
561,dera bugti,29.0307,69.151,22.400000000000034,51,83,1.13,PK,1697660293
562,madiun,-7.6298,111.5239,24.689999999999998,78,35,2.65,ID,1697660294
563,zhuanghe,39.7008,122.9911,12.100000000000023,69,100,2.98,CN,1697660294
564,tukrah,32.5341,20.5791,23.890000000000043,49,13,3.59,LY,1697660295
565,laojunmiao,39.8333,97.7333,2.7600000000000477,32,0,2.86,CN,1697660295
566,seria,4.6167,114.3167,24.120000000000005,87,94,3.22,BN,1697660296
567,la ronge,55.1001,-105.2842,8.140000000000043,81,75,4.12,CA,1697660297
568,turpan,42.9333,89.1667,13.200000000000045,28,0,1.14,CN,1697660297
569,pandan,14.0453,124.1694,26.55000000000001,88,89,2.79,PH,1697660298
570,tacna,-18.0056,-70.2483,20.110000000000014,60,0,5.14,PE,1697660298
571,nar'yan-mar,67.6713,53.087,1.170000000000016,89,100,4.02,RU,1697660299
